id,organization_id,google_app_id,name,category,risk_level,management_status,total_permissions,created_at,updated_at,all_scopes,microsoft_app_id,category_status,provider,user_count,owner_email,notes
97f33783-99a8-482a-8bfa-3aa7145a3244,359d186d-9632-41ec-b95d-60f1182bb71a,,Sprocket Management Portal,Identity & Access Management,MEDIUM,NEEDS_REVIEW,5,2025-05-22 00:14:29.723346+00,2025-05-22 00:14:32.356+00,"[""openid"",""email"",""profile"",""offline_access"",""User.Read""]",fa20c063-195d-4841-8db8-02a2fd01b522,UNCATEGORIZED,google,1,,
a37c6a89-ba1c-4c0d-95b3-18d9ed442955,359d186d-9632-41ec-b95d-60f1182bb71a,,Portfolio Cloud Hewison,Cloud Platforms & Infrastructure,MEDIUM,Managed,1,2025-05-22 00:14:05.672229+00,2025-05-22 00:14:20.991+00,"[""User.Read""]",f8014a83-715a-4487-a424-16117e032f3e,UNCATEGORIZED,google,2,,
aa323b05-22f6-434d-8ba8-90e76fbac61a,359d186d-9632-41ec-b95d-60f1182bb71a,,Zapier To Do,Productivity & Collaboration,HIGH,NEEDS_REVIEW,4,2025-05-22 00:14:28.30065+00,2025-05-22 00:14:30.521+00,"[""User.Read"",""Notes.ReadWrite"",""Notes.ReadWrite.All"",""offline_access""]",29246358-1970-4d6d-bc75-acf34edc758b,UNCATEGORIZED,google,1,,
ad7db9cf-bd06-4039-9e16-37fbe8c3c140,359d186d-9632-41ec-b95d-60f1182bb71a,,hewison-ai-aad-login,Identity & Access Management,LOW,NEEDS_REVIEW,3,2025-05-22 00:14:35.804022+00,2025-05-22 00:14:51.95+00,"[""openid"",""profile"",""email""]",e50c8576-d8fa-4b34-b30f-f092476c29d1,UNCATEGORIZED,google,31,,
b02456a2-2c19-4d6a-bc22-2aab00245241,359d186d-9632-41ec-b95d-60f1182bb71a,,Exclaimer Cloud Signatures for Office 365 Australia,Productivity & Collaboration,MEDIUM,NEEDS_REVIEW,1,2025-05-22 00:16:07.796582+00,2025-05-22 00:16:09.321+00,"[""User.Read""]",06096db6-ca41-41ad-ba60-897b953cf30e,UNCATEGORIZED,google,1,,
b0a83a03-cc2a-4d02-8648-5d5a9c5864b3,359d186d-9632-41ec-b95d-60f1182bb71a,,Qwilr,Sales & Marketing,MEDIUM,NEEDS_REVIEW,1,2025-05-22 00:15:46.330924+00,2025-05-22 00:15:48.435+00,"[""User.Read""]",3c93aa96-229c-4386-9bb4-0132069c1199,UNCATEGORIZED,google,2,,
b34a5095-820f-4103-9f74-a42a5ae12642,359d186d-9632-41ec-b95d-60f1182bb71a,,HEW-M01 M-Files User Auth,Identity & Access Management,MEDIUM,NEEDS_REVIEW,4,2025-05-22 00:16:09.816082+00,2025-05-22 00:16:10.5+00,"[""profile"",""User.Read"",""email"",""openid""]",efabdd32-cd19-47f5-a988-d4c89812e5da,UNCATEGORIZED,google,3,,
b50aad0a-c13f-4745-9c17-d2a29ad36e7c,359d186d-9632-41ec-b95d-60f1182bb71a,,Sharegate,Cloud Platforms & Infrastructure,HIGH,NEEDS_REVIEW,6,2025-05-22 00:16:23.728156+00,2025-05-22 00:16:24.882+00,"[""User.Read"",""Group.Read.All"",""Group.ReadWrite.All"",""Directory.AccessAsUser.All"",""Files.Read"",""openid""]",241f691a-2424-4ef0-9161-57b7249e2bfc,UNCATEGORIZED,google,1,,
b63a25fe-27cc-4f9c-b7ee-8f35ec032511,359d186d-9632-41ec-b95d-60f1182bb71a,,Adobe Identity Management (OIDC),Identity & Access Management,LOW,NEEDS_REVIEW,4,2025-05-22 00:15:55.062068+00,2025-05-22 00:15:58.309+00,"[""email"",""offline_access"",""openid"",""profile""]",6aba272b-e383-44cd-8eda-34c66dfd9546,UNCATEGORIZED,google,6,,
b86bf45a-6a7a-435d-9112-8a495db2ea03,359d186d-9632-41ec-b95d-60f1182bb71a,,PDFsam Enhanced,Design & Creative Tools,MEDIUM,NEEDS_REVIEW,2,2025-05-22 00:15:57.548209+00,2025-05-22 00:15:59.544+00,"[""openid"",""User.Read""]",4da0a78b-93ba-4a0d-aa07-24add36be57a,UNCATEGORIZED,google,3,,
b9148235-216c-4738-a14a-49740c3ebef2,359d186d-9632-41ec-b95d-60f1182bb71a,,Microsoft Photos Services,Design & Creative Tools,HIGH,NEEDS_REVIEW,3,2025-05-22 00:15:30.576933+00,2025-05-22 00:15:31.725+00,"[""user_impersonation"",""User.Read"",""Files.ReadWrite.All""]",61350e1d-1b87-4cb6-a6f8-480cd74278ea,UNCATEGORIZED,google,3,,
bb42fa01-a531-4f55-a9ac-84b5249dbc81,359d186d-9632-41ec-b95d-60f1182bb71a,,Jira Cloud,Project Management,LOW,NEEDS_REVIEW,3,2025-05-22 00:16:18.626418+00,2025-05-22 00:16:20.155+00,"[""openid"",""offline_access"",""profile""]",512b84d2-5840-45d6-8d01-5f073836d039,UNCATEGORIZED,google,1,,
bdace085-c7eb-4e37-a21d-14cb36c33547,359d186d-9632-41ec-b95d-60f1182bb71a,,Phished Report Button,IT Operations & Security,HIGH,Managed,10,2025-05-22 00:16:19.296061+00,2025-05-22 00:16:22.337+00,"[""openid"",""profile"",""User.Read"",""Mail.Read"",""Mail.Read.Shared"",""Mail.ReadBasic"",""Mail.ReadBasic.Shared"",""Mail.ReadWrite"",""Mail.ReadWrite.Shared"",""offline_access""]",f648076c-88b9-44fd-9df6-7a42919f71ed,UNCATEGORIZED,google,3,,
bf1ca78b-06fd-468e-9827-08ec0e55e020,359d186d-9632-41ec-b95d-60f1182bb71a,,SharePointPnP.ProvisioningApp.Tenant,Productivity & Collaboration,HIGH,NEEDS_REVIEW,7,2025-05-22 00:16:22.938243+00,2025-05-22 00:16:25.759+00,"[""User.Read"",""Directory.Read.All"",""Mail.Send"",""Sites.Read.All"",""Sites.FullControl.All"",""AllSites.FullControl"",""TermStore.ReadWrite.All""]",5d9fff84-5b34-4204-bc91-3aaf5f298c5d,UNCATEGORIZED,google,1,,
c1eed3f6-9856-4c81-b73c-5f991fe840f3,359d186d-9632-41ec-b95d-60f1182bb71a,,GoodNotes,Productivity & Collaboration,HIGH,NEEDS_REVIEW,8,2025-05-22 00:16:15.01212+00,2025-05-22 00:16:16.509+00,"[""User.Read"",""MyFiles.Write"",""MyFiles.Read"",""offline_access"",""openid"",""profile"",""Files.Read"",""Files.ReadWrite""]",12e38989-14d5-4321-89c1-1c520ba3015d,UNCATEGORIZED,google,1,,
c40e82bc-51ca-43a5-b542-e844d5a2d083,359d186d-9632-41ec-b95d-60f1182bb71a,,AssessTEAM.com,Human Resources & People Management,LOW,NEEDS_REVIEW,2,2025-05-22 00:16:01.161863+00,2025-05-22 00:16:04.013+00,"[""openid"",""profile""]",e89c322b-2d5d-4fd4-9ff6-2dc482f21813,UNCATEGORIZED,google,2,,
c5f3dbc8-140f-4f7d-8899-4b94ea55c4cb,359d186d-9632-41ec-b95d-60f1182bb71a,,drawio,Design & Creative Tools,HIGH,NEEDS_REVIEW,3,2025-05-22 00:15:51.415145+00,2025-05-22 00:15:53.132+00,"[""User.Read"",""Files.ReadWrite.All"",""offline_access""]",45c10911-200f-4e27-a666-9e9fca147395,UNCATEGORIZED,google,1,,
c75013a6-12ca-4ca5-b520-6413568d67bc,359d186d-9632-41ec-b95d-60f1182bb71a,,Fireflies.ai,Productivity & Collaboration,MEDIUM,NEEDS_REVIEW,5,2025-05-22 00:14:26.928767+00,2025-05-22 00:14:29.874+00,"[""openid"",""profile"",""offline_access"",""User.Read"",""Calendars.Read""]",685d9120-feba-4cb0-934c-efcc69b85fc6,UNCATEGORIZED,google,2,,
ca5200af-15e2-4692-94b6-e721af81f5ea,359d186d-9632-41ec-b95d-60f1182bb71a,,Log in using Office 365,Identity & Access Management,MEDIUM,NEEDS_REVIEW,1,2025-05-22 00:15:20.980827+00,2025-05-22 00:15:29.537+00,"[""User.Read""]",5cd6e32d-de3f-4cb5-a322-ea0e02e775a6,UNCATEGORIZED,google,18,,
cae8c68e-e4f1-4716-af92-2d679489165d,359d186d-9632-41ec-b95d-60f1182bb71a,,Exclaimer Cloud - Signatures for Outlook Feature,Productivity & Collaboration,MEDIUM,NEEDS_REVIEW,1,2025-05-22 00:16:06.097031+00,2025-05-22 00:16:07.707+00,"[""User.Read""]",214c49cc-b1f4-4105-bdd9-468bedc2056a,UNCATEGORIZED,google,1,,
cd24f80c-8947-4c73-919f-d8e8b9aa4e1b,359d186d-9632-41ec-b95d-60f1182bb71a,,Microsoft Graph Command Line Tools,Identity & Access Management,MEDIUM,NEEDS_REVIEW,5,2025-05-22 00:14:20.061658+00,2025-05-22 00:14:22.223+00,"[""User.Read"",""openid"",""profile"",""offline_access"",""User.Read.All""]",14d82eec-204b-4c2f-b7e8-296a70dab67e,UNCATEGORIZED,google,2,,
