id,organization_id,google_app_id,name,category,risk_level,management_status,total_permissions,created_at,updated_at,all_scopes,microsoft_app_id,category_status,provider,user_count,owner_email,notes
d89392bd-f88a-4427-b109-23802e5581d9,359d186d-9632-41ec-b95d-60f1182bb71a,,Signature 365,Identity & Access Management,MEDIUM,NEEDS_REVIEW,4,2025-05-22 00:14:30.46423+00,2025-05-22 00:14:32.247+00,"[""openid"",""profile"",""User.Read"",""offline_access""]",fc924a77-36ad-45b7-800a-b6b42eef161f,UNCATEGORIZED,google,1,,
dacc34f4-6808-4b93-ad1c-97effff8f6e3,359d186d-9632-41ec-b95d-60f1182bb71a,,ECAL,Productivity & Collaboration,HIGH,NEEDS_REVIEW,2,2025-05-22 00:15:47.445871+00,2025-05-22 00:15:50.338+00,"[""Calendars.ReadWrite"",""offline_access""]",7664fbd2-7f40-4bef-a678-17593dc5df0c,UNCATEGORIZED,google,5,,
dc1f0c01-85cf-4d94-82b4-9832a8fc8748,359d186d-9632-41ec-b95d-60f1182bb71a,,LinkedIn,Sales & Marketing,MEDIUM,NEEDS_REVIEW,3,2025-05-22 00:15:36.699929+00,2025-05-22 00:15:37.561+00,"[""User.Read"",""People.Read"",""Calendars.Read""]",889e301b-fe6c-4c68-8665-de7954780788,UNCATEGORIZED,google,2,,
dc7023eb-edc0-4f72-b992-06ee2367a0db,359d186d-9632-41ec-b95d-60f1182bb71a,,iOS Accounts,Identity & Access Management,HIGH,NEEDS_REVIEW,6,2025-05-22 00:14:06.876423+00,2025-05-22 00:14:08.265+00,"[""openid"",""offline_access"",""EAS.AccessAsUser.All"",""User.Read"",""full_access_as_user"",""EWS.AccessAsUser.All""]",f8d98a96-0999-43f5-8af3-69971c7bb423,UNCATEGORIZED,google,18,,
dc88b72d-e6e7-4cf8-b4b8-01429085bfe8,359d186d-9632-41ec-b95d-60f1182bb71a,,AuditDashboard,Identity & Access Management,LOW,NEEDS_REVIEW,4,2025-05-22 00:14:50.880307+00,2025-05-22 00:14:52.022+00,"[""openid"",""profile"",""email"",""offline_access""]",3fc1b017-8c0c-4779-8d40-c98820660d6d,UNCATEGORIZED,google,2,,
dd84b712-4ab9-4df5-93a2-e9a20ba77bb5,359d186d-9632-41ec-b95d-60f1182bb71a,,calendly,Productivity & Collaboration,HIGH,NEEDS_REVIEW,4,2025-05-22 00:13:58.374812+00,2025-05-22 00:14:08.277+00,"[""User.Read"",""Calendars.Read"",""Calendars.ReadWrite"",""Calendars.ReadWrite.Shared""]",c2f89f53-3971-4e09-8656-18eed74aee10,UNCATEGORIZED,google,16,,
df17b376-e8b8-4ff8-ae18-a00160694a99,359d186d-9632-41ec-b95d-60f1182bb71a,,ZOOM-GRAPH,Productivity & Collaboration,HIGH,NEEDS_REVIEW,6,2025-05-22 00:14:32.800121+00,2025-05-22 00:14:36.381+00,"[""Calendars.ReadWrite"",""offline_access"",""openid"",""MailboxSettings.Read"",""Calendars.Read"",""User.Read""]",a651cfda-cbdd-4a39-bd03-fa829c3c1b29,UNCATEGORIZED,google,7,,
e9d687e5-a2e4-4c1d-ac1d-457ec6772ae4,359d186d-9632-41ec-b95d-60f1182bb71a,,WindowsAdminCenter-https://0f3333j23523gt.hewison.local:6600,IT Operations & Security,LOW,NEEDS_REVIEW,4,2025-05-22 00:15:18.749056+00,2025-05-22 00:15:21.061+00,"[""user_impersonation"",""openid"",""profile"",""offline_access""]",daabe421-0750-48c9-b32b-0b2845d0041c,UNCATEGORIZED,google,1,,
eccdce1b-a9cb-49df-a4f5-384c6e4275ac,359d186d-9632-41ec-b95d-60f1182bb71a,,Turnitin,Others,MEDIUM,NEEDS_REVIEW,4,2025-05-22 00:16:00.442509+00,2025-05-22 00:16:27.565+00,"[""profile"",""openid"",""User.Read"",""Files.Read.All""]",13a4efb7-3dd9-42b0-bebf-c5d6b17b5d14,UNCATEGORIZED,google,1,,
ecfa850b-5eb3-445f-8d20-4e1a7eeb8f2d,359d186d-9632-41ec-b95d-60f1182bb71a,,Avanan Teams Integration,IT Operations & Security,MEDIUM,NEEDS_REVIEW,2,2025-05-22 00:16:12.116016+00,2025-05-22 00:16:13.255+00,"[""ChannelMessage.Send"",""User.Read""]",ac613f1a-4cc8-4ed9-8db8-05092de3ff2c,UNCATEGORIZED,google,1,,
ede22635-2552-41b9-9441-1d031f0fe224,359d186d-9632-41ec-b95d-60f1182bb71a,,Duplicator Pro,Cloud Platforms & Infrastructure,HIGH,NEEDS_REVIEW,5,2025-05-22 00:14:29.022669+00,2025-05-22 00:14:31.59+00,"[""User.Read"",""openid"",""offline_access"",""Files.ReadWrite.AppFolder"",""Files.ReadWrite""]",15fa3a0d-b7ee-447c-8093-7bfcf30b0797,UNCATEGORIZED,google,1,,
ee1cb9f9-2c4d-492d-8b1a-5d382c98a47b,359d186d-9632-41ec-b95d-60f1182bb71a,,BLV Solutions filenote.ai,Others,LOW,NEEDS_REVIEW,1,2025-05-22 00:16:12.830229+00,2025-05-22 00:16:27.267+00,"[""profile""]",d8faa638-5d65-4f6c-a77c-fb5450a4fa1b,UNCATEGORIZED,google,1,,
f0e7fb70-ec7c-45ce-ad2b-7b8c4e7f8e36,359d186d-9632-41ec-b95d-60f1182bb71a,,hewison-ai-deployment,Identity & Access Management,MEDIUM,NEEDS_REVIEW,1,2025-05-22 00:16:25.798861+00,2025-05-22 00:16:27.356+00,"[""Directory.Read.All""]",223b9275-5042-4176-93ac-ff6a759b47af,UNCATEGORIZED,google,1,,
f6dadb7c-3c68-41a8-9c2d-57d8f743826a,359d186d-9632-41ec-b95d-60f1182bb71a,,Calendly,Productivity & Collaboration,HIGH,NEEDS_REVIEW,7,2025-05-22 00:14:31.177257+00,2025-05-22 00:14:33.757+00,"[""openid"",""email"",""profile"",""offline_access"",""User.Read"",""Calendars.ReadWrite"",""Calendars.ReadWrite.Shared""]",751ff9b5-edde-4dc1-8093-adf647495745,UNCATEGORIZED,google,3,,
fc2b323d-daad-4018-b92e-e70bd6c69b38,359d186d-9632-41ec-b95d-60f1182bb71a,,Otter,Productivity & Collaboration,MEDIUM,NEEDS_REVIEW,6,2025-05-22 00:14:25.344302+00,2025-05-22 00:14:27.804+00,"[""User.Read"",""Calendars.Read"",""Contacts.Read"",""offline_access"",""openid"",""profile""]",7caa06af-66c7-4db4-95c6-aedae793935a,UNCATEGORIZED,google,3,,
fdb88f1d-787c-48d0-abd2-106779cb4db7,359d186d-9632-41ec-b95d-60f1182bb71a,,HubSpot,Sales & Marketing,LOW,NEEDS_REVIEW,2,2025-05-22 00:16:02.383776+00,2025-05-22 00:16:04.511+00,"[""openid"",""email""]",1f1bebf6-6e03-4757-a939-400d87a5fd8c,UNCATEGORIZED,google,1,,
